Cumulative cohort fertility rates (horizontal parallelograms
Last modified: 31/05/2022
Code Cohort  Age     CCFR
ISL  1952    28     1.636
ISL  1952    29     1.775
ISL  1952    30     1.890
ISL  1952    31     2.004
ISL  1952    32     2.095
ISL  1952    33     2.175
ISL  1952    34     2.253
ISL  1952    35     2.320
ISL  1952    36     2.385
ISL  1952    37     2.440
ISL  1952    38     2.484
ISL  1952    39     2.524
ISL  1952    40     2.553
ISL  1952    41     2.575
ISL  1952    42     2.588
ISL  1952    43     2.597
ISL  1952    44     2.598
ISL  1952    45     2.602
ISL  1952    46     2.603
ISL  1952    47     2.603
ISL  1952    48     2.603
ISL  1952    49     2.603
ISL  1952    50     2.603
ISL  1952    51     2.603
ISL  1952    52     2.603
ISL  1952    53     2.603
ISL  1952    54     2.603
ISL  1952    55     2.603
ISL  1953    12     0.000
ISL  1953    13     0.000
ISL  1953    14     0.000
ISL  1953    15     0.000
ISL  1953    16     0.006
ISL  1953    17     0.032
ISL  1953    18     0.106
ISL  1953    19     0.231
ISL  1953    20     0.368
ISL  1953    21     0.523
ISL  1953    22     0.672
ISL  1953    23     0.832
ISL  1953    24     0.992
ISL  1953    25     1.137
ISL  1953    26     1.290
ISL  1953    27     1.439
ISL  1953    28     1.577
ISL  1953    29     1.706
ISL  1953    30     1.820
ISL  1953    31     1.927
ISL  1953    32     2.014
ISL  1953    33     2.092
ISL  1953    34     2.172
ISL  1953    35     2.250
ISL  1953    36     2.320
ISL  1953    37     2.381
ISL  1953    38     2.429
ISL  1953    39     2.470
ISL  1953    40     2.495
ISL  1953    41     2.517
ISL  1953    42     2.528
ISL  1953    43     2.540
ISL  1953    44     2.544
ISL  1953    45     2.545
ISL  1953    46     2.545
ISL  1953    47     2.546
ISL  1953    48     2.546
ISL  1953    49     2.547
ISL  1953    50     2.547
ISL  1953    51     2.547
ISL  1953    52     2.547
ISL  1953    53     2.547
ISL  1953    54     2.547
ISL  1953    55     2.547
ISL  1954    12     0.000
ISL  1954    13     0.000
ISL  1954    14     0.000
ISL  1954    15     0.001
ISL  1954    16     0.012
ISL  1954    17     0.043
ISL  1954    18     0.124
ISL  1954    19     0.246
ISL  1954    20     0.373
ISL  1954    21     0.517
ISL  1954    22     0.672
ISL  1954    23     0.824
ISL  1954    24     0.977
ISL  1954    25     1.138
ISL  1954    26     1.290
ISL  1954    27     1.433
ISL  1954    28     1.573
ISL  1954    29     1.700
ISL  1954    30     1.813
ISL  1954    31     1.915
ISL  1954    32     2.007
ISL  1954    33     2.094
ISL  1954    34     2.174
ISL  1954    35     2.249
ISL  1954    36     2.318
ISL  1954    37     2.385
ISL  1954    38     2.439
ISL  1954    39     2.480
ISL  1954    40     2.509
ISL  1954    41     2.533
ISL  1954    42     2.549
ISL  1954    43     2.557
ISL  1954    44     2.563
ISL  1954    45     2.567
ISL  1954    46     2.567
ISL  1954    47     2.567
ISL  1954    48     2.568
ISL  1954    49     2.568
ISL  1954    50     2.568
ISL  1954    51     2.568
ISL  1954    52     2.568
ISL  1954    53     2.568
ISL  1954    54     2.568
ISL  1954    55     2.568
ISL  1955    12     0.000
ISL  1955    13     0.000
ISL  1955    14     0.000
ISL  1955    15     0.001
ISL  1955    16     0.007
ISL  1955    17     0.033
ISL  1955    18     0.110
ISL  1955    19     0.220
ISL  1955    20     0.347
ISL  1955    21     0.497
ISL  1955    22     0.646
ISL  1955    23     0.791
ISL  1955    24     0.943
ISL  1955    25     1.097
ISL  1955    26     1.241
ISL  1955    27     1.382
ISL  1955    28     1.522
ISL  1955    29     1.647
ISL  1955    30     1.751
ISL  1955    31     1.851
ISL  1955    32     1.955
ISL  1955    33     2.058
ISL  1955    34     2.142
ISL  1955    35     2.218
ISL  1955    36     2.289
ISL  1955    37     2.355
ISL  1955    38     2.407
ISL  1955    39     2.447
ISL  1955    40     2.477
ISL  1955    41     2.489
ISL  1955    42     2.499
ISL  1955    43     2.511
ISL  1955    44     2.518
ISL  1955    45     2.520
ISL  1955    46     2.521
ISL  1955    47     2.521
ISL  1955    48     2.522
ISL  1955    49     2.522
ISL  1955    50     2.522
ISL  1955    51     2.522
ISL  1955    52     2.522
ISL  1955    53     2.522
ISL  1955    54     2.522
ISL  1955    55     2.522
ISL  1956    12     0.000
ISL  1956    13     0.000
ISL  1956    14     0.000
ISL  1956    15     0.001
ISL  1956    16     0.008
ISL  1956    17     0.035
ISL  1956    18     0.103
ISL  1956    19     0.202
ISL  1956    20     0.320
ISL  1956    21     0.453
ISL  1956    22     0.594
ISL  1956    23     0.745
ISL  1956    24     0.901
ISL  1956    25     1.043
ISL  1956    26     1.182
ISL  1956    27     1.323
ISL  1956    28     1.453
ISL  1956    29     1.568
ISL  1956    30     1.671
ISL  1956    31     1.772
ISL  1956    32     1.890
ISL  1956    33     2.007
ISL  1956    34     2.108
ISL  1956    35     2.205
ISL  1956    36     2.281
ISL  1956    37     2.350
ISL  1956    38     2.394
ISL  1956    39     2.432
ISL  1956    40     2.459
ISL  1956    41     2.480
ISL  1956    42     2.491
ISL  1956    43     2.498
ISL  1956    44     2.502
ISL  1956    45     2.506
ISL  1956    46     2.507
ISL  1956    47     2.508
ISL  1956    48     2.508
ISL  1956    49     2.508
ISL  1956    50     2.508
ISL  1956    51     2.508
ISL  1956    52     2.508
ISL  1956    53     2.508
ISL  1956    54     2.508
ISL  1956    55     2.508
ISL  1957    12     0.000
ISL  1957    13     0.000
ISL  1957    14     0.000
ISL  1957    15     0.001
ISL  1957    16     0.009
ISL  1957    17     0.039
ISL  1957    18     0.105
ISL  1957    19     0.202
ISL  1957    20     0.313
ISL  1957    21     0.433
ISL  1957    22     0.583
ISL  1957    23     0.731
ISL  1957    24     0.882
ISL  1957    25     1.028
ISL  1957    26     1.172
ISL  1957    27     1.310
ISL  1957    28     1.431
ISL  1957    29     1.550
ISL  1957    30     1.666
ISL  1957    31     1.784
ISL  1957    32     1.904
ISL  1957    33     2.019
ISL  1957    34     2.115
ISL  1957    35     2.209
ISL  1957    36     2.287
ISL  1957    37     2.349
ISL  1957    38     2.406
ISL  1957    39     2.440
ISL  1957    40     2.473
ISL  1957    41     2.490
ISL  1957    42     2.501
ISL  1957    43     2.509
ISL  1957    44     2.513
ISL  1957    45     2.514
ISL  1957    46     2.516
ISL  1957    47     2.516
ISL  1957    48     2.516
ISL  1957    49     2.516
ISL  1957    50     2.516
ISL  1957    51     2.516
ISL  1957    52     2.516
ISL  1957    53     2.516
ISL  1957    54     2.516
ISL  1957    55     2.516
ISL  1958    12     0.000
ISL  1958    13     0.000
ISL  1958    14     0.000
ISL  1958    15     0.002
ISL  1958    16     0.010
ISL  1958    17     0.040
ISL  1958    18     0.102
ISL  1958    19     0.191
ISL  1958    20     0.299
ISL  1958    21     0.424
ISL  1958    22     0.575
ISL  1958    23     0.713
ISL  1958    24     0.859
ISL  1958    25     1.000
ISL  1958    26     1.141
ISL  1958    27     1.274
ISL  1958    28     1.393
ISL  1958    29     1.514
ISL  1958    30     1.640
ISL  1958    31     1.770
ISL  1958    32     1.887
ISL  1958    33     2.005
ISL  1958    34     2.109
ISL  1958    35     2.199
ISL  1958    36     2.278
ISL  1958    37     2.343
ISL  1958    38     2.397
ISL  1958    39     2.432
ISL  1958    40     2.465
ISL  1958    41     2.483
ISL  1958    42     2.495
ISL  1958    43     2.502
ISL  1958    44     2.507
ISL  1958    45     2.507
ISL  1958    46     2.508
ISL  1958    47     2.509
ISL  1958    48     2.509
ISL  1958    49     2.509
ISL  1958    50     2.509
ISL  1958    51     2.509
ISL  1958    52     2.509
ISL  1958    53     2.509
ISL  1958    54     2.509
ISL  1958    55     2.509
ISL  1959    12     0.000
ISL  1959    13     0.000
ISL  1959    14     0.000
ISL  1959    15     0.002
ISL  1959    16     0.009
ISL  1959    17     0.035
ISL  1959    18     0.093
ISL  1959    19     0.175
ISL  1959    20     0.287
ISL  1959    21     0.417
ISL  1959    22     0.565
ISL  1959    23     0.705
ISL  1959    24     0.855
ISL  1959    25     0.992
ISL  1959    26     1.126
ISL  1959    27     1.254
ISL  1959    28     1.378
ISL  1959    29     1.510
ISL  1959    30     1.647
ISL  1959    31     1.773
ISL  1959    32     1.894
ISL  1959    33     1.998
ISL  1959    34     2.096
ISL  1959    35     2.193
ISL  1959    36     2.265
ISL  1959    37     2.334
ISL  1959    38     2.391
ISL  1959    39     2.428
ISL  1959    40     2.452
ISL  1959    41     2.472
ISL  1959    42     2.487
ISL  1959    43     2.495
ISL  1959    44     2.499
ISL  1959    45     2.500
ISL  1959    46     2.502
ISL  1959    47     2.503
ISL  1959    48     2.503
ISL  1959    49     2.503
ISL  1959    50     2.503
ISL  1959    51     2.503
ISL  1959    52     2.503
ISL  1959    53     2.503
ISL  1959    54     2.503
ISL  1959    55     2.503
ISL  1960    12     0.000
ISL  1960    13     0.000
ISL  1960    14     0.000
ISL  1960    15     0.002
ISL  1960    16     0.011
ISL  1960    17     0.038
ISL  1960    18     0.102
ISL  1960    19     0.185
ISL  1960    20     0.303
ISL  1960    21     0.429
ISL  1960    22     0.570
ISL  1960    23     0.715
ISL  1960    24     0.858
ISL  1960    25     0.995
ISL  1960    26     1.127
ISL  1960    27     1.258
ISL  1960    28     1.402
ISL  1960    29     1.543
ISL  1960    30     1.680
ISL  1960    31     1.811
ISL  1960    32     1.932
ISL  1960    33     2.027
ISL  1960    34     2.119
ISL  1960    35     2.205
ISL  1960    36     2.275
ISL  1960    37     2.346
ISL  1960    38     2.397
ISL  1960    39     2.433
ISL  1960    40     2.458
ISL  1960    41     2.477
ISL  1960    42     2.491
ISL  1960    43     2.505
ISL  1960    44     2.515
ISL  1960    45     2.520
ISL  1960    46     2.522
ISL  1960    47     2.522
ISL  1960    48     2.523
ISL  1960    49     2.523
ISL  1960    50     2.523
ISL  1960    51     2.523
ISL  1960    52     2.523
ISL  1960    53     2.523
ISL  1960    54     2.523
ISL  1960    55     2.523
ISL  1961    12     0.000
ISL  1961    13     0.000
ISL  1961    14     0.000
ISL  1961    15     0.000
ISL  1961    16     0.005
ISL  1961    17     0.032
ISL  1961    18     0.088
ISL  1961    19     0.170
ISL  1961    20     0.277
ISL  1961    21     0.399
ISL  1961    22     0.536
ISL  1961    23     0.676
ISL  1961    24     0.802
ISL  1961    25     0.937
ISL  1961    26     1.071
ISL  1961    27     1.214
ISL  1961    28     1.355
ISL  1961    29     1.488
ISL  1961    30     1.623
ISL  1961    31     1.750
ISL  1961    32     1.876
ISL  1961    33     1.979
ISL  1961    34     2.075
ISL  1961    35     2.165
ISL  1961    36     2.243
ISL  1961    37     2.302
ISL  1961    38     2.363
ISL  1961    39     2.403
ISL  1961    40     2.432
ISL  1961    41     2.450
ISL  1961    42     2.464
ISL  1961    43     2.471
ISL  1961    44     2.476
ISL  1961    45     2.478
ISL  1961    46     2.479
ISL  1961    47     2.479
ISL  1961    48     2.480
ISL  1961    49     2.480
ISL  1961    50     2.480
ISL  1961    51     2.480
ISL  1961    52     2.480
ISL  1961    53     2.480
ISL  1961    54     2.480
ISL  1961    55     2.480
ISL  1962    12     0.000
ISL  1962    13     0.000
ISL  1962    14     0.000
ISL  1962    15     0.000
ISL  1962    16     0.005
ISL  1962    17     0.028
ISL  1962    18     0.077
ISL  1962    19     0.155
ISL  1962    20     0.255
ISL  1962    21     0.375
ISL  1962    22     0.505
ISL  1962    23     0.625
ISL  1962    24     0.748
ISL  1962    25     0.884
ISL  1962    26     1.021
ISL  1962    27     1.169
ISL  1962    28     1.309
ISL  1962    29     1.444
ISL  1962    30     1.580
ISL  1962    31     1.700
ISL  1962    32     1.813
ISL  1962    33     1.918
ISL  1962    34     2.015
ISL  1962    35     2.104
ISL  1962    36     2.172
ISL  1962    37     2.235
ISL  1962    38     2.283
ISL  1962    39     2.317
ISL  1962    40     2.347
ISL  1962    41     2.372
ISL  1962    42     2.389
ISL  1962    43     2.397
ISL  1962    44     2.403
ISL  1962    45     2.405
ISL  1962    46     2.408
ISL  1962    47     2.411
ISL  1962    48     2.411
ISL  1962    49     2.412
ISL  1962    50     2.412
ISL  1962    51     2.412
ISL  1962    52     2.413
ISL  1962    53     2.413
ISL  1962    54     2.413
ISL  1962    55     2.413
ISL  1963    12     0.000
ISL  1963    13     0.000
ISL  1963    14     0.000
ISL  1963    15     0.001
ISL  1963    16     0.007
ISL  1963    17     0.036
ISL  1963    18     0.084
ISL  1963    19     0.159
ISL  1963    20     0.251
ISL  1963    21     0.355
ISL  1963    22     0.473
ISL  1963    23     0.586
ISL  1963    24     0.719
ISL  1963    25     0.848
ISL  1963    26     0.991
ISL  1963    27     1.137
ISL  1963    28     1.285
ISL  1963    29     1.433
ISL  1963    30     1.576
ISL  1963    31     1.716
ISL  1963    32     1.831
ISL  1963    33     1.945
ISL  1963    34     2.039
ISL  1963    35     2.124
ISL  1963    36     2.188
ISL  1963    37     2.257
ISL  1963    38     2.305
ISL  1963    39     2.341
ISL  1963    40     2.372
ISL  1963    41     2.391
ISL  1963    42     2.410
ISL  1963    43     2.416
ISL  1963    44     2.422
ISL  1963    45     2.426
ISL  1963    46     2.428
ISL  1963    47     2.429
ISL  1963    48     2.429
ISL  1963    49     2.430
ISL  1963    50     2.430
ISL  1963    51     2.430
ISL  1963    52     2.430
ISL  1963    53     2.430
ISL  1963    54     2.430
ISL  1963    55     2.430
ISL  1964    12     0.000
ISL  1964    13     0.000
ISL  1964    14     0.000
ISL  1964    15     0.001
ISL  1964    16     0.005
ISL  1964    17     0.030
ISL  1964    18     0.073
ISL  1964    19     0.143
ISL  1964    20     0.220
ISL  1964    21     0.308
ISL  1964    22     0.412
ISL  1964    23     0.522
ISL  1964    24     0.659
ISL  1964    25     0.789
ISL  1964    26     0.939
ISL  1964    27     1.096
ISL  1964    28     1.240
ISL  1964    29     1.385
ISL  1964    30     1.508
ISL  1964    31     1.626
ISL  1964    32     1.755
ISL  1964    33     1.863
ISL  1964    34     1.960
ISL  1964    35     2.047
ISL  1964    36     2.124
ISL  1964    37     2.193
ISL  1964    38     2.248
ISL  1964    39     2.288
ISL  1964    40     2.326
ISL  1964    41     2.349
ISL  1964    42     2.365
ISL  1964    43     2.374
ISL  1964    44     2.380
ISL  1964    45     2.383
ISL  1964    46     2.383
ISL  1964    47     2.383
ISL  1964    48     2.383
ISL  1964    49     2.383
ISL  1964    50     2.384
ISL  1964    51     2.384
ISL  1964    52     2.384
ISL  1964    53     2.384
ISL  1964    54     2.384
ISL  1964    55         .
ISL  1965    12     0.000
ISL  1965    13     0.000
ISL  1965    14     0.000
ISL  1965    15     0.001
ISL  1965    16     0.006
ISL  1965    17     0.024
ISL  1965    18     0.058
ISL  1965    19     0.120
ISL  1965    20     0.190
ISL  1965    21     0.273
ISL  1965    22     0.376
ISL  1965    23     0.494
ISL  1965    24     0.629
ISL  1965    25     0.763
ISL  1965    26     0.909
ISL  1965    27     1.054
ISL  1965    28     1.190
ISL  1965    29     1.337
ISL  1965    30     1.472
ISL  1965    31     1.600
ISL  1965    32     1.715
ISL  1965    33     1.822
ISL  1965    34     1.916
ISL  1965    35     2.003
ISL  1965    36     2.087
ISL  1965    37     2.159
ISL  1965    38     2.202
ISL  1965    39     2.245
ISL  1965    40     2.276
ISL  1965    41     2.298
ISL  1965    42     2.317
ISL  1965    43     2.326
ISL  1965    44     2.334
ISL  1965    45     2.336
ISL  1965    46     2.336
ISL  1965    47     2.338
ISL  1965    48     2.339
ISL  1965    49     2.339
ISL  1965    50     2.340
ISL  1965    51     2.340
ISL  1965    52     2.340
ISL  1965    53     2.340
ISL  1965    54         .
ISL  1965    55         .
ISL  1966    12     0.000
ISL  1966    13     0.000
ISL  1966    14     0.000
ISL  1966    15     0.001
ISL  1966    16     0.008
ISL  1966    17     0.025
ISL  1966    18     0.058
ISL  1966    19     0.114
ISL  1966    20     0.179
ISL  1966    21     0.269
ISL  1966    22     0.381
ISL  1966    23     0.499
ISL  1966    24     0.628
ISL  1966    25     0.776
ISL  1966    26     0.907
ISL  1966    27     1.044
ISL  1966    28     1.198
ISL  1966    29     1.337
ISL  1966    30     1.455
ISL  1966    31     1.589
ISL  1966    32     1.713
ISL  1966    33     1.801
ISL  1966    34     1.897
ISL  1966    35     1.985
ISL  1966    36     2.067
ISL  1966    37     2.126
ISL  1966    38     2.177
ISL  1966    39     2.225
ISL  1966    40     2.259
ISL  1966    41     2.278
ISL  1966    42     2.298
ISL  1966    43     2.312
ISL  1966    44     2.319
ISL  1966    45     2.325
ISL  1966    46     2.327
ISL  1966    47     2.329
ISL  1966    48     2.329
ISL  1966    49     2.331
ISL  1966    50     2.331
ISL  1966    51     2.331
ISL  1966    52     2.331
ISL  1966    53         .
ISL  1966    54         .
ISL  1966    55         .
ISL  1967    12     0.000
ISL  1967    13     0.000
ISL  1967    14     0.000
ISL  1967    15     0.001
ISL  1967    16     0.005
ISL  1967    17     0.021
ISL  1967    18     0.054
ISL  1967    19     0.103
ISL  1967    20     0.166
ISL  1967    21     0.260
ISL  1967    22     0.371
ISL  1967    23     0.488
ISL  1967    24     0.607
ISL  1967    25     0.742
ISL  1967    26     0.880
ISL  1967    27     1.017
ISL  1967    28     1.165
ISL  1967    29     1.309
ISL  1967    30     1.433
ISL  1967    31     1.565
ISL  1967    32     1.683
ISL  1967    33     1.783
ISL  1967    34     1.881
ISL  1967    35     1.977
ISL  1967    36     2.050
ISL  1967    37     2.111
ISL  1967    38     2.157
ISL  1967    39     2.206
ISL  1967    40     2.240
ISL  1967    41     2.262
ISL  1967    42     2.282
ISL  1967    43     2.294
ISL  1967    44     2.300
ISL  1967    45     2.302
ISL  1967    46     2.305
ISL  1967    47     2.307
ISL  1967    48     2.308
ISL  1967    49     2.308
ISL  1967    50     2.308
ISL  1967    51     2.308
ISL  1967    52         .
ISL  1967    53         .
ISL  1967    54         .
ISL  1967    55         .
ISL  1968    12     0.000
ISL  1968    13     0.000
ISL  1968    14     0.000
ISL  1968    15     0.000
ISL  1968    16     0.003
ISL  1968    17     0.015
ISL  1968    18     0.045
ISL  1968    19     0.090
ISL  1968    20     0.154
ISL  1968    21     0.238
ISL  1968    22     0.349
ISL  1968    23     0.450
ISL  1968    24     0.569
ISL  1968    25     0.702
ISL  1968    26     0.836
ISL  1968    27     0.967
ISL  1968    28     1.112
ISL  1968    29     1.239
ISL  1968    30     1.358
ISL  1968    31     1.475
ISL  1968    32     1.601
ISL  1968    33     1.716
ISL  1968    34     1.804
ISL  1968    35     1.895
ISL  1968    36     1.973
ISL  1968    37     2.047
ISL  1968    38     2.110
ISL  1968    39     2.153
ISL  1968    40     2.189
ISL  1968    41     2.215
ISL  1968    42     2.239
ISL  1968    43     2.251
ISL  1968    44     2.258
ISL  1968    45     2.263
ISL  1968    46     2.266
ISL  1968    47     2.270
ISL  1968    48     2.271
ISL  1968    49     2.272
ISL  1968    50     2.273
ISL  1968    51         .
ISL  1968    52         .
ISL  1968    53         .
ISL  1968    54         .
ISL  1968    55         .
ISL  1969    12     0.000
ISL  1969    13     0.000
ISL  1969    14     0.000
ISL  1969    15     0.000
ISL  1969    16     0.004
ISL  1969    17     0.015
ISL  1969    18     0.040
ISL  1969    19     0.090
ISL  1969    20     0.154
ISL  1969    21     0.235
ISL  1969    22     0.334
ISL  1969    23     0.434
ISL  1969    24     0.552
ISL  1969    25     0.670
ISL  1969    26     0.795
ISL  1969    27     0.924
ISL  1969    28     1.067
ISL  1969    29     1.209
ISL  1969    30     1.329
ISL  1969    31     1.454
ISL  1969    32     1.563
ISL  1969    33     1.671
ISL  1969    34     1.766
ISL  1969    35     1.864
ISL  1969    36     1.946
ISL  1969    37     2.018
ISL  1969    38     2.073
ISL  1969    39     2.121
ISL  1969    40     2.162
ISL  1969    41     2.191
ISL  1969    42     2.217
ISL  1969    43     2.230
ISL  1969    44     2.238
ISL  1969    45     2.243
ISL  1969    46     2.246
ISL  1969    47     2.247
ISL  1969    48     2.250
ISL  1969    49     2.250
ISL  1969    50         .
ISL  1969    51         .
ISL  1969    52         .
ISL  1969    53         .
ISL  1969    54         .
ISL  1969    55         .
ISL  1970    12     0.000
ISL  1970    13     0.000
ISL  1970    14     0.000
ISL  1970    15     0.001
ISL  1970    16     0.006
ISL  1970    17     0.018
ISL  1970    18     0.043
ISL  1970    19     0.094
ISL  1970    20     0.156
ISL  1970    21     0.237
ISL  1970    22     0.335
ISL  1970    23     0.439
ISL  1970    24     0.568
ISL  1970    25     0.682
ISL  1970    26     0.820
ISL  1970    27     0.947
ISL  1970    28     1.076
ISL  1970    29     1.207
ISL  1970    30     1.336
ISL  1970    31     1.453
ISL  1970    32     1.573
ISL  1970    33     1.687
ISL  1970    34     1.793
ISL  1970    35     1.896
ISL  1970    36     1.988
ISL  1970    37     2.058
ISL  1970    38     2.119
ISL  1970    39     2.175
ISL  1970    40     2.214
ISL  1970    41     2.240
ISL  1970    42     2.260
ISL  1970    43     2.271
ISL  1970    44     2.279
ISL  1970    45     2.280
ISL  1970    46     2.282
ISL  1970    47     2.283
ISL  1970    48     2.283
ISL  1970    49         .
ISL  1970    50         .
ISL  1970    51         .
ISL  1970    52         .
ISL  1970    53         .
ISL  1970    54         .
ISL  1970    55         .
ISL  1971    12     0.000
ISL  1971    13     0.000
ISL  1971    14     0.000
ISL  1971    15     0.001
ISL  1971    16     0.004
ISL  1971    17     0.016
ISL  1971    18     0.044
ISL  1971    19     0.089
ISL  1971    20     0.155
ISL  1971    21     0.224
ISL  1971    22     0.314
ISL  1971    23     0.420
ISL  1971    24     0.522
ISL  1971    25     0.634
ISL  1971    26     0.750
ISL  1971    27     0.877
ISL  1971    28     1.000
ISL  1971    29     1.142
ISL  1971    30     1.277
ISL  1971    31     1.399
ISL  1971    32     1.517
ISL  1971    33     1.642
ISL  1971    34     1.754
ISL  1971    35     1.863
ISL  1971    36     1.958
ISL  1971    37     2.041
ISL  1971    38     2.118
ISL  1971    39     2.183
ISL  1971    40     2.228
ISL  1971    41     2.256
ISL  1971    42     2.278
ISL  1971    43     2.288
ISL  1971    44     2.293
ISL  1971    45     2.295
ISL  1971    46     2.299
ISL  1971    47     2.301
ISL  1971    48         .
ISL  1971    49         .
ISL  1971    50         .
ISL  1971    51         .
ISL  1971    52         .
ISL  1971    53         .
ISL  1971    54         .
ISL  1971    55         .
ISL  1972    12     0.000
ISL  1972    13     0.000
ISL  1972    14     0.000
ISL  1972    15     0.000
ISL  1972    16     0.003
ISL  1972    17     0.014
ISL  1972    18     0.039
ISL  1972    19     0.081
ISL  1972    20     0.133
ISL  1972    21     0.206
ISL  1972    22     0.297
ISL  1972    23     0.394
ISL  1972    24     0.506
ISL  1972    25     0.625
ISL  1972    26     0.746
ISL  1972    27     0.884
ISL  1972    28     1.008
ISL  1972    29     1.143
ISL  1972    30     1.272
ISL  1972    31     1.397
ISL  1972    32     1.538
ISL  1972    33     1.649
ISL  1972    34     1.761
ISL  1972    35     1.866
ISL  1972    36     1.953
ISL  1972    37     2.030
ISL  1972    38     2.087
ISL  1972    39     2.144
ISL  1972    40     2.186
ISL  1972    41     2.219
ISL  1972    42     2.240
ISL  1972    43     2.258
ISL  1972    44     2.263
ISL  1972    45     2.265
ISL  1972    46     2.269
ISL  1972    47         .
ISL  1972    48         .
ISL  1972    49         .
ISL  1972    50         .
ISL  1972    51         .
ISL  1972    52         .
ISL  1972    53         .
ISL  1972    54         .
ISL  1972    55         .
ISL  1973    12     0.000
ISL  1973    13     0.000
ISL  1973    14     0.000
ISL  1973    15     0.000
ISL  1973    16     0.003
ISL  1973    17     0.015
ISL  1973    18     0.044
ISL  1973    19     0.082
ISL  1973    20     0.142
ISL  1973    21     0.212
ISL  1973    22     0.291
ISL  1973    23     0.388
ISL  1973    24     0.491
ISL  1973    25     0.599
ISL  1973    26     0.725
ISL  1973    27     0.840
ISL  1973    28     0.978
ISL  1973    29     1.120
ISL  1973    30     1.252
ISL  1973    31     1.371
ISL  1973    32     1.491
ISL  1973    33     1.612
ISL  1973    34     1.728
ISL  1973    35     1.827
ISL  1973    36     1.918
ISL  1973    37     2.005
ISL  1973    38     2.072
ISL  1973    39     2.120
ISL  1973    40     2.160
ISL  1973    41     2.183
ISL  1973    42     2.200
ISL  1973    43     2.217
ISL  1973    44     2.220
ISL  1973    45     2.227
ISL  1973    46         .
ISL  1973    47         .
ISL  1973    48         .
ISL  1973    49         .
ISL  1973    50         .
ISL  1973    51         .
ISL  1973    52         .
ISL  1973    53         .
ISL  1973    54         .
ISL  1973    55         .
ISL  1974    12     0.000
ISL  1974    13     0.000
ISL  1974    14     0.000
ISL  1974    15     0.000
ISL  1974    16     0.004
ISL  1974    17     0.014
ISL  1974    18     0.038
ISL  1974    19     0.084
ISL  1974    20     0.136
ISL  1974    21     0.213
ISL  1974    22     0.303
ISL  1974    23     0.402
ISL  1974    24     0.507
ISL  1974    25     0.615
ISL  1974    26     0.731
ISL  1974    27     0.848
ISL  1974    28     0.974
ISL  1974    29     1.112
ISL  1974    30     1.252
ISL  1974    31     1.375
ISL  1974    32     1.506
ISL  1974    33     1.613
ISL  1974    34     1.727
ISL  1974    35     1.833
ISL  1974    36     1.935
ISL  1974    37     2.019
ISL  1974    38     2.071
ISL  1974    39     2.127
ISL  1974    40     2.169
ISL  1974    41     2.196
ISL  1974    42     2.220
ISL  1974    43     2.230
ISL  1974    44     2.240
ISL  1974    45         .
ISL  1974    46         .
ISL  1974    47         .
ISL  1974    48         .
ISL  1974    49         .
ISL  1974    50         .
ISL  1974    51         .
ISL  1974    52         .
ISL  1974    53         .
ISL  1974    54         .
ISL  1974    55         .
ISL  1975    12     0.000
ISL  1975    13     0.000
ISL  1975    14     0.000
ISL  1975    15     0.000
ISL  1975    16     0.001
ISL  1975    17     0.009
ISL  1975    18     0.031
ISL  1975    19     0.063
ISL  1975    20     0.115
ISL  1975    21     0.182
ISL  1975    22     0.266
ISL  1975    23     0.344
ISL  1975    24     0.450
ISL  1975    25     0.561
ISL  1975    26     0.676
ISL  1975    27     0.802
ISL  1975    28     0.922
ISL  1975    29     1.073
ISL  1975    30     1.203
ISL  1975    31     1.337
ISL  1975    32     1.464
ISL  1975    33     1.581
ISL  1975    34     1.692
ISL  1975    35     1.802
ISL  1975    36     1.906
ISL  1975    37     1.989
ISL  1975    38     2.053
ISL  1975    39     2.103
ISL  1975    40     2.148
ISL  1975    41     2.168
ISL  1975    42     2.188
ISL  1975    43     2.195
ISL  1975    44         .
ISL  1975    45         .
ISL  1975    46         .
ISL  1975    47         .
ISL  1975    48         .
ISL  1975    49         .
ISL  1975    50         .
ISL  1975    51         .
ISL  1975    52         .
ISL  1975    53         .
ISL  1975    54         .
ISL  1975    55         .
ISL  1976    12     0.000
ISL  1976    13     0.000
ISL  1976    14     0.000
ISL  1976    15     0.000
ISL  1976    16     0.002
ISL  1976    17     0.009
ISL  1976    18     0.025
ISL  1976    19     0.063
ISL  1976    20     0.112
ISL  1976    21     0.176
ISL  1976    22     0.258
ISL  1976    23     0.343
ISL  1976    24     0.444
ISL  1976    25     0.557
ISL  1976    26     0.665
ISL  1976    27     0.781
ISL  1976    28     0.914
ISL  1976    29     1.058
ISL  1976    30     1.195
ISL  1976    31     1.329
ISL  1976    32     1.470
ISL  1976    33     1.598
ISL  1976    34     1.729
ISL  1976    35     1.821
ISL  1976    36     1.915
ISL  1976    37     1.995
ISL  1976    38     2.058
ISL  1976    39     2.106
ISL  1976    40     2.142
ISL  1976    41     2.177
ISL  1976    42     2.196
ISL  1976    43         .
ISL  1976    44         .
ISL  1976    45         .
ISL  1976    46         .
ISL  1976    47         .
ISL  1976    48         .
ISL  1976    49         .
ISL  1976    50         .
ISL  1976    51         .
ISL  1976    52         .
ISL  1976    53         .
ISL  1976    54         .
ISL  1976    55         .
ISL  1977    12     0.000
ISL  1977    13     0.000
